应用,事件,数据生成时间(客户端时间),数据接收时间(服务器时间),延迟上报状态,日志信息
100116,reportItem,2021-10-24 15:53:09 ,2021-10-24 15:53:09 ,0,"{""date"":""24/Oct/2021:15:53:09 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5366,""itemId_type_name"":""normal_material"",""method"":""dragonReceivePlantCollectReward"",""os"":0,""level"":15,""remain"":5369,""change"":3,""count"":3,""type"":1,""clientTime"":1635061987,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635061989},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061989}}}"
100116,dragon_clear_obstacle,2021-10-24 15:53:06 ,2021-10-24 15:53:06 ,0,"{""date"":""24/Oct/2021:15:53:06 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""dragon_clear_obstacle"",""action"":""customevent"",""id"":52,""params"":{""os"":0,""level"":15,""consumeEnergy"":1,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""dragonId"":2102,""obstacleDrop"":[[""2001"",3],[""15001"",1]],""sceneId"":""10"",""obstacleId"":""1300901"",""remainingDurable"":1.0,""playerid"":""n61jub"",""ts"":1635061986},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061986}}}"
100116,front_reportItem,2021-10-24 15:53:03 ,2021-10-24 15:53:04 ,0,"{""date"":""24/Oct/2021:07:53:04 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-01"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_2001"",""method"":""dragonReceivePlantCollectReward"",""level"":""15"",""remain"":""5366"",""change"":""7"",""count"":""7"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""2001"",""ts"":""1635061983"",""playerid"":""n61jub"",""itemId_type_id"":""2""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061983""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:53:03 ,2021-10-24 15:53:04 ,0,"{""date"":""24/Oct/2021:07:53:04 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""dragon_key_1"",""method"":""dragonReceivePlantCollectReward"",""level"":""15"",""remain"":""22"",""change"":""2"",""count"":""2"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""15001"",""ts"":""1635061983"",""playerid"":""n61jub"",""itemId_type_id"":""17""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061983""}},""user_agent"":""android""}"
100116,reportItem,2021-10-24 15:53:03 ,2021-10-24 15:53:03 ,0,"{""date"":""24/Oct/2021:15:53:03 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5359,""itemId_type_name"":""normal_material"",""method"":""dragonReceivePlantCollectReward"",""os"":0,""level"":15,""remain"":5366,""change"":7,""count"":7,""type"":1,""clientTime"":1635061982,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635061983},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061983}}}"
100116,reportItem,2021-10-24 15:53:03 ,2021-10-24 15:53:03 ,0,"{""date"":""24/Oct/2021:15:53:03 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":20,""itemId_type_name"":""dragon_key"",""method"":""dragonReceivePlantCollectReward"",""os"":0,""level"":15,""remain"":22,""change"":2,""count"":2,""type"":1,""clientTime"":1635061982,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""15001"",""subMethod"":"""",""itemId_type_id"":17,""playerid"":""n61jub"",""ts"":1635061983},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061983}}}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_exchange_4"",""method"":""clearObstacle"",""level"":""15"",""remain"":""6"",""change"":""2"",""count"":""2"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""8004"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-01"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_4041"",""method"":""clearObstacle"",""level"":""15"",""remain"":""7"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""4041"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_exchange_3"",""method"":""clearObstacle"",""level"":""15"",""remain"":""3"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""8003"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_4010"",""method"":""clearObstacle"",""level"":""15"",""remain"":""10"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""4010"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_2100"",""method"":""clearObstacle"",""level"":""15"",""remain"":""37"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""2100"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""2""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_4043"",""method"":""clearObstacle"",""level"":""15"",""remain"":""2"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""4043"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:56 ,0,"{""date"":""24/Oct/2021:07:52:56 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-01"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""item_exchange_5"",""method"":""clearObstacle"",""level"":""15"",""remain"":""2"",""change"":""1"",""count"":""1"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""8005"",""ts"":""1635061975"",""playerid"":""n61jub"",""itemId_type_id"":""4""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061975""}},""user_agent"":""android""}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":2,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":3,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""8003"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":4,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":6,""change"":2,""count"":2,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""8004"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":1,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":2,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""4043"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,clear_obstacle,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""clear_obstacle"",""action"":""customevent"",""id"":51,""params"":{""consumeCount"":0,""os"":0,""level"":15,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""consumeId"":"""",""buffId"":"""",""obstacleDrop"":[[""8003"",1],[""4041"",1],[""4043"",1],[""4010"",1],[""8004"",2],[""8005"",1],[""2100"",1]],""sceneId"":""10"",""obstacleId"":""5565"",""remainingDurable"":0.0,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":36,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":37,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2100"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":6,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":7,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""4041"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":1,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":2,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""8005"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,reportItem,2021-10-24 15:52:55 ,2021-10-24 15:52:55 ,0,"{""date"":""24/Oct/2021:15:52:55 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":9,""itemId_type_name"":""task"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":10,""change"":1,""count"":1,""type"":1,""clientTime"":1635061974,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""4010"",""subMethod"":"""",""itemId_type_id"":4,""playerid"":""n61jub"",""ts"":1635061975},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635061975}}}"
100116,front_reportItem,2021-10-24 15:52:43 ,2021-10-24 15:52:45 ,0,"{""date"":""24/Oct/2021:07:52:45 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""itemId_type_name"":""energy"",""method"":""petDragonReward"",""level"":""15"",""remain"":""25"",""change"":""5"",""count"":""5"",""type"":""1"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""android"",""itemId"":""1003"",""ts"":""1635061963"",""playerid"":""n61jub"",""itemId_type_id"":""1""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635061963""}},""user_agent"":""android""}"
