应用,事件,数据生成时间(客户端时间),数据接收时间(服务器时间),延迟上报状态,日志信息
100116,clear_obstacle,2021-10-24 21:24:26 ,2021-10-24 21:24:26 ,0,"{""date"":""24/Oct/2021:21:24:26 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""clear_obstacle"",""action"":""customevent"",""id"":51,""params"":{""consumeCount"":7,""os"":0,""level"":15,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""consumeId"":""1003"",""buffId"":"""",""obstacleDrop"":[[""2001"",4]],""sceneId"":""10"",""obstacleId"":""103508"",""remainingDurable"":0.0,""playerid"":""n61jub"",""ts"":1635081866},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081866}}}"
100116,reportEnergy,2021-10-24 21:24:26 ,2021-10-24 21:24:26 ,0,"{""date"":""24/Oct/2021:21:24:26 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportEnergy"",""action"":""customevent"",""id"":10,""params"":{""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":76,""change"":-7,""count"":7,""type"":-1,""clientTime"":1635081865,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""accountId"":""3906650179436247"",""playerid"":""n61jub"",""ts"":1635081866},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081866}}}"
100116,reportItem,2021-10-24 21:24:26 ,2021-10-24 21:24:26 ,0,"{""date"":""24/Oct/2021:21:24:26 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5347,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5348,""change"":1,""count"":1,""type"":1,""clientTime"":1635081865,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081866},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081866}}}"
100116,reportItem,2021-10-24 21:24:26 ,2021-10-24 21:24:26 ,0,"{""date"":""24/Oct/2021:21:24:26 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":83,""itemId_type_name"":""energy"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":76,""change"":-7,""count"":7,""type"":-1,""clientTime"":1635081865,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":-1,""accountId"":""3906650179436247"",""itemId"":""1003"",""subMethod"":"""",""itemId_type_id"":1,""playerid"":""n61jub"",""ts"":1635081866},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081866}}}"
100116,reportItem,2021-10-24 21:24:26 ,2021-10-24 21:24:26 ,0,"{""date"":""24/Oct/2021:21:24:26 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5344,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5347,""change"":3,""count"":3,""type"":1,""clientTime"":1635081865,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081866},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081866}}}"
100116,front_reportItem,2021-10-24 21:24:21 ,2021-10-24 21:24:23 ,0,"{""date"":""24/Oct/2021:13:24:23 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""energy"",""level"":""15"",""remain"":""83"",""change"":""-6"",""count"":""6"",""type"":""-1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""1003"",""playerid"":""n61jub"",""itemId_type_id"":""1"",""ts"":""1635081861""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081861""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 21:24:21 ,2021-10-24 21:24:23 ,0,"{""date"":""24/Oct/2021:13:24:23 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""item_2001"",""level"":""15"",""remain"":""5344"",""change"":""3"",""count"":""3"",""type"":""1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""2001"",""playerid"":""n61jub"",""itemId_type_id"":""2"",""ts"":""1635081861""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081861""}},""user_agent"":""android""}"
100116,dragon_clear_obstacle,2021-10-24 21:24:23 ,2021-10-24 21:24:23 ,0,"{""date"":""24/Oct/2021:21:24:23 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""dragon_clear_obstacle"",""action"":""customevent"",""id"":52,""params"":{""os"":0,""level"":15,""consumeEnergy"":1,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""dragonId"":2061,""obstacleDrop"":[[""2004"",1],[""15001"",1]],""sceneId"":""10"",""obstacleId"":""1300903"",""remainingDurable"":0.0,""playerid"":""n61jub"",""ts"":1635081863},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081863}}}"
100116,reportItem,2021-10-24 21:24:21 ,2021-10-24 21:24:21 ,0,"{""date"":""24/Oct/2021:21:24:21 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5341,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5343,""change"":2,""count"":2,""type"":1,""clientTime"":1635081860,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081861},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081861}}}"
100116,reportItem,2021-10-24 21:24:21 ,2021-10-24 21:24:21 ,0,"{""date"":""24/Oct/2021:21:24:21 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":89,""itemId_type_name"":""energy"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":83,""change"":-6,""count"":6,""type"":-1,""clientTime"":1635081860,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":-1,""accountId"":""3906650179436247"",""itemId"":""1003"",""subMethod"":"""",""itemId_type_id"":1,""playerid"":""n61jub"",""ts"":1635081861},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081861}}}"
100116,clear_obstacle,2021-10-24 21:24:21 ,2021-10-24 21:24:21 ,0,"{""date"":""24/Oct/2021:21:24:21 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""clear_obstacle"",""action"":""customevent"",""id"":51,""params"":{""consumeCount"":6,""os"":0,""level"":15,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""consumeId"":""1003"",""buffId"":"""",""obstacleDrop"":[[""2001"",3]],""sceneId"":""10"",""obstacleId"":""103505"",""remainingDurable"":0.0,""playerid"":""n61jub"",""ts"":1635081861},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081861}}}"
100116,reportItem,2021-10-24 21:24:21 ,2021-10-24 21:24:21 ,0,"{""date"":""24/Oct/2021:21:24:21 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5343,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5344,""change"":1,""count"":1,""type"":1,""clientTime"":1635081860,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081861},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081861}}}"
100116,reportEnergy,2021-10-24 21:24:21 ,2021-10-24 21:24:21 ,0,"{""date"":""24/Oct/2021:21:24:21 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportEnergy"",""action"":""customevent"",""id"":10,""params"":{""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":83,""change"":-6,""count"":6,""type"":-1,""clientTime"":1635081860,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""accountId"":""3906650179436247"",""playerid"":""n61jub"",""ts"":1635081861},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081861}}}"
100116,dragon_clear_obstacle,2021-10-24 21:24:18 ,2021-10-24 21:24:18 ,0,"{""date"":""24/Oct/2021:21:24:18 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""dragon_clear_obstacle"",""action"":""customevent"",""id"":52,""params"":{""os"":0,""level"":15,""consumeEnergy"":1,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""dragonId"":2061,""obstacleDrop"":[[""2004"",1],[""15001"",1]],""sceneId"":""10"",""obstacleId"":""1300903"",""remainingDurable"":1.0,""playerid"":""n61jub"",""ts"":1635081858},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081858}}}"
100116,front_reportItem,2021-10-24 21:24:15 ,2021-10-24 21:24:17 ,0,"{""date"":""24/Oct/2021:13:24:17 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""energy"",""level"":""15"",""remain"":""89"",""change"":""-8"",""count"":""8"",""type"":""-1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""1003"",""playerid"":""n61jub"",""itemId_type_id"":""1"",""ts"":""1635081855""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081855""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 21:24:15 ,2021-10-24 21:24:17 ,0,"{""date"":""24/Oct/2021:13:24:17 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""item_2001"",""level"":""15"",""remain"":""5341"",""change"":""4"",""count"":""4"",""type"":""1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""2001"",""playerid"":""n61jub"",""itemId_type_id"":""2"",""ts"":""1635081855""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081855""}},""user_agent"":""android""}"
100116,reportEnergy,2021-10-24 21:24:15 ,2021-10-24 21:24:15 ,0,"{""date"":""24/Oct/2021:21:24:15 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportEnergy"",""action"":""customevent"",""id"":10,""params"":{""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":89,""change"":-8,""count"":8,""type"":-1,""clientTime"":1635081853,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""accountId"":""3906650179436247"",""playerid"":""n61jub"",""ts"":1635081855},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081855}}}"
100116,clear_obstacle,2021-10-24 21:24:15 ,2021-10-24 21:24:15 ,0,"{""date"":""24/Oct/2021:21:24:15 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""clear_obstacle"",""action"":""customevent"",""id"":51,""params"":{""consumeCount"":8,""os"":0,""level"":15,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""consumeId"":""1003"",""buffId"":"""",""obstacleDrop"":[[""2001"",4]],""sceneId"":""10"",""obstacleId"":""341"",""remainingDurable"":0.0,""playerid"":""n61jub"",""ts"":1635081855},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081855}}}"
100116,reportItem,2021-10-24 21:24:15 ,2021-10-24 21:24:15 ,0,"{""date"":""24/Oct/2021:21:24:15 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5340,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5341,""change"":1,""count"":1,""type"":1,""clientTime"":1635081853,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081855},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081855}}}"
100116,reportItem,2021-10-24 21:24:15 ,2021-10-24 21:24:15 ,0,"{""date"":""24/Oct/2021:21:24:15 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":5337,""itemId_type_name"":""normal_material"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":5340,""change"":3,""count"":3,""type"":1,""clientTime"":1635081853,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":1,""accountId"":""3906650179436247"",""itemId"":""2001"",""subMethod"":"""",""itemId_type_id"":2,""playerid"":""n61jub"",""ts"":1635081855},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081855}}}"
100116,reportItem,2021-10-24 21:24:15 ,2021-10-24 21:24:15 ,0,"{""date"":""24/Oct/2021:21:24:15 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""reportItem"",""action"":""customevent"",""id"":9,""params"":{""bagCnt"":97,""itemId_type_name"":""energy"",""method"":""clearObstacle"",""os"":0,""level"":15,""remain"":89,""change"":-8,""count"":8,""type"":-1,""clientTime"":1635081853,""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""version"":""7.1.215"",""platform"":""ANDROID"",""get_or_consume_type"":-1,""accountId"":""3906650179436247"",""itemId"":""1003"",""subMethod"":"""",""itemId_type_id"":1,""playerid"":""n61jub"",""ts"":1635081855},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081855}}}"
100116,dragon_clear_obstacle,2021-10-24 21:24:14 ,2021-10-24 21:24:14 ,0,"{""date"":""24/Oct/2021:21:24:14 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""dragon_clear_obstacle"",""action"":""customevent"",""id"":52,""params"":{""os"":0,""level"":15,""consumeEnergy"":1,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""dragonId"":2066,""obstacleDrop"":[[""2004"",1],[""15001"",1]],""sceneId"":""10"",""obstacleId"":""1300903"",""remainingDurable"":2.0,""playerid"":""n61jub"",""ts"":1635081854},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081854}}}"
100116,dragon_clear_obstacle,2021-10-24 21:24:11 ,2021-10-24 21:24:11 ,0,"{""date"":""24/Oct/2021:21:24:11 +0800"",""remote_addr"":""112.141.241.194"",""hostname"":""ld-gs-001"",""appid"":""100116"",""body"":{""datastate"":""0"",""name"":""dragon_clear_obstacle"",""action"":""customevent"",""id"":52,""params"":{""os"":0,""level"":15,""consumeEnergy"":1,""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""ANDROID"",""dragonId"":2066,""obstacleDrop"":[[""2004"",1],[""15001"",1]],""sceneId"":""10"",""obstacleId"":""1300903"",""remainingDurable"":3.0,""playerid"":""n61jub"",""ts"":1635081851},""device"":{""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure Android"",""timezone"":""GMT+08:00"",""appver"":""7.1.0"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""timestamp"":1635081851}}}"
100116,front_reportItem,2021-10-24 21:24:07 ,2021-10-24 21:24:09 ,0,"{""date"":""24/Oct/2021:13:24:09 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-03"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""energy"",""level"":""15"",""remain"":""97"",""change"":""-14"",""count"":""14"",""type"":""-1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""1003"",""playerid"":""n61jub"",""itemId_type_id"":""1"",""ts"":""1635081847""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081847""}},""user_agent"":""android""}"
100116,front_reportItem,2021-10-24 21:24:07 ,2021-10-24 21:24:09 ,0,"{""date"":""24/Oct/2021:13:24:09 +0000"",""remote_addr"":""112.141.241.194"",""hostname"":""nginx-prod-02"",""appid"":""100116"",""body"":{""name"":""front_reportItem"",""action"":""customevent"",""id"":""front_reportItem"",""params"":{""method"":""clearObstacle"",""itemId_type_name"":""item_2001"",""level"":""15"",""remain"":""5337"",""change"":""6"",""count"":""6"",""type"":""1"",""version"":""7.1.215"",""deviceId"":""f6cfd7fce59e681e183d58a4b5f8515a"",""platform"":""android"",""itemId"":""2001"",""playerid"":""n61jub"",""itemId_type_id"":""2"",""ts"":""1635081847""},""device"":{""keyhash"":""/jD5rhPngo1Y8ZM3BEs9cL2NW3g="",""syslanguage"":""en"",""timezone"":""Australia/Brisbane"",""appver"":""7.1.0"",""packagename"":""com.dragonmonster.idlefarmadventure.free"",""sysver"":""11"",""targetSdkVersion"":""30"",""gps_adid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""userid_ini"":""e373f93a-a8a6-485d-aa48-ef396ec53bae"",""unitysdkver"":""3.1.18"",""tags"":""[]"",""netstatus"":""1"",""unityver"":""2018.4.36f1"",""devicecountry"":""AU"",""appname"":""Dragon Farm Adventure"",""romsize"":""32768"",""sdkver"":""3.1.15"",""appvercode"":""11"",""ramsize"":""1781"",""androidid"":""bccf0bdb9e66723e"",""devicemodel"":""SM-T515"",""timestamp"":""1635081847""}},""user_agent"":""android""}"
